mls_number,city,address,postal_code,price,price_numeric,property_type,building_type,bedrooms,bathrooms,size_interior,size_exterior,lot_size,year_built,parking_type,parking_spaces,ownership_type,heating_type,cooling_type,basement_type,agent_name,brokerage,time_on_realtor,annual_tax,tax_account_id,assessed_value_2025,assessed_value_2026,taxable_assessment_2025,taxable_assessment_2026,tax_municipal_2025,tax_municipal_2026,tax_education_2025,tax_education_2026,tax_library_2025,tax_library_2026,tax_total_2025,tax_total_2026,tax_property_class,tax_property_type,tax_lot_size_sqft,tax_ward,tax_valuation_approach
SK025696,Saskatoon,"329 620 Cornish ROAD|Saskatoon, Saskatchewan S7T0Y3",S7T0Y3,"$240,000",240000,"Single Family","Row / Townhouse",2,1,"760 sqft",,,2016,"Parking Space(s) (1)",1,Condominium/Strata,"Forced air, Hot Water","Air exchanger","Crawl space","Ronald R Borines","Realty ONE Group Dynamic",,"$1,968 (CAD)",6011886,196600,,,,1178.07,,671.59,,118.37,,1968.03,,Condominium,"Condo, Townhouse",,,
SK026994,Saskatoon,"2123 20th STREET W|Saskatoon, Saskatchewan S7M1A7",S7M1A7,"$239,900",239900,"Single Family",House,4,2,"840 sqft",,"6500 sqft",1969,"Detached Garage, Parking Pad, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Finished)","Hasan Sharif","eXp Realty",,"$1,767 (CAD)",,,,,,,,,,,,,,,,,,
SK027645,Saskatoon,"320 D AVENUE S|Saskatoon, Saskatchewan S7M1R1",S7M1R1,"$239,900",239900,"Single Family",House,4,1,"1600 sqft",,"3503 sqft",1912,"None, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","Amra Dedic","Realty Hub Brokerage",,"$2,117 (CAD)",,,,,,,,,,,,,,,,,,
SK026861,Saskatoon,"111 720 Baltzan BOULEVARD|Saskatoon, Saskatchewan S7W0W6",S7W0W6,"$239,900",239900,"Single Family",Apartment,2,2,"826 sqft",,,2016,"Underground (1), Surfaced (1), Other, Parking Space(s) (2)",4,Condominium/Strata,"Forced air, Hot Water","Central air conditioning",,"Mike Boychuk","LPT Realty",,"$2,107 (CAD)",,,,,,,,,,,,,,,,,,
SK028804,Saskatoon,"328 Q AVENUE S|Saskatoon, Saskatchewan S7M2Y3",S7M2Y3,"$235,000",235000,"Single Family",House,3,2,"1536 sqft",,50x155,1949,"Detached Garage, Heated Garage, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)",,"Full (Finished)","Scott Ziegler","eXp Realty","4 days ago","$2,953 (CAD)",,,,,,,,,,,,,,,,,,
SK028400,Saskatoon,"10 Connaught PLACE|Saskatoon, Saskatchewan S7L1C7",S7L1C7,"$230,000",230000,"Single Family",House,3,2,"903 sqft",,41x108,1957,"Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Finished)","Sean Willick","Royal LePage Varsity",,"$1,949 (CAD)",,,,,,,,,,,,,,,,,,
SK028435,Saskatoon,"207 1622 Acadia DRIVE|Saskatoon, Saskatchewan S7H5H7",S7H5H7,"$229,900",229900,"Single Family",Apartment,1,1,"789 sqft",,,2002,"Detached Garage, Other, Parking Space(s) (1)",1,Condominium/Strata,"Hot Water","Central air conditioning",,"Jesse Renneberg","Realty Executives Saskatoon",,"$1,850 (CAD)",,,,,,,,,,,,,,,,,,
SK026041,Saskatoon,"307 923 Kristjanson ROAD|Saskatoon, Saskatchewan S7S0A9",S7S0A9,"$229,900",229900,"Single Family",Apartment,1,1,"646 sqft",,,2014,"Underground, Other, Parking Space(s) (1)",1,Condominium/Strata,"Hot Water, In Floor Heating, (Natural gas)","Central air conditioning",,"Jim Kramer","Century 21 Fusion",,"$1,882 (CAD)",5929716,188900,,,,1131.93,,645.28,,113.73,,1890.94,,Condominium,"Condo, Lowrise",,,
SK027279,Saskatoon,"106A 1121 McKercher DRIVE|Saskatoon, Saskatchewan S7H5B8",S7H5B8,"$229,900",229900,"Single Family",Apartment,3,2,"1087 sqft",,,1980,"Surfaced (1), None, Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water",,,"Chris Craik","Boyes Group Realty Inc.",,"$1,916 (CAD)",,,,,,,,,,,,,,,,,,
SK026944,Saskatoon,"3 802 K AVENUE N|Saskatoon, Saskatchewan S7L2N1",S7L2N1,"$229,900",229900,"Single Family","Row / Townhouse",2,2,"1152 sqft",,,2007,"Parking Space(s) (1)",1,Condominium/Strata,"Forced air, (Natural gas)","Central air conditioning","Full (Unfinished)","Brent Herman","Realty Executives Saskatoon",,"$2,380 (CAD)",,,,,,,,,,,,,,,,,,
SK024381,Saskatoon,"109 415 Maningas BEND|Saskatoon, Saskatchewan S7W0T6",S7W0T6,"$229,000",229000,"Single Family",Apartment,1,1,"670 sqft",,,2016,"Underground (1), Other, Parking Space(s) (1)",2,Condominium/Strata,"Forced air, (Natural gas)","Central air conditioning",,"Stacey Edwards","RE/MAX Saskatoon",,"$1,765 (CAD)",,,,,,,,,,,,,,,,,,
SK025670,Saskatoon,"212 W AVENUE S|Saskatoon, Saskatchewan S7M3G3",S7M3G3,"$220,000",220000,"Single Family",House,3,2,"674 sqft",,25x139.8,1958,"Detached Garage, Parking Space(s) (3)",3,Freehold,"Forced air, (Natural gas)","Central air conditioning, Window air conditioner",Full,"Parth Setia","Boyes Group Realty Inc.",,"$1,626 (CAD)",,,,,,,,,,,,,,,,,,
SK028889,Saskatoon,"107 303 Lowe ROAD|Saskatoon, Saskatchewan S7S1P2",S7S1P2,"$219,900",219900,"Single Family",Apartment,1,1,"743 sqft",,,2007,"Underground (1), Other, Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water","Wall unit",,"Joshua Epp","Realty Executives Saskatoon","3 days ago","$1,888 (CAD)",5766491,171000,,,,1024.67,,584.14,,102.96,,1711.77,,Condominium,"Condo, Lowrise",,,
SK027008,Saskatoon,"107 910 9th STREET E|Saskatoon, Saskatchewan S7H0N1",S7H0N1,"$219,900",219900,"Single Family",Apartment,1,1,"915 sqft",,,1987,"Parking Space(s) (1)",1,Condominium/Strata,"Hot Water, (Natural gas)","Wall unit",,"Randy Singler","Coldwell Banker Signature",,"$1,546 (CAD)",,,,,,,,,,,,,,,,,,
SK024516,Saskatoon,"304 706 Confederation DRIVE|Saskatoon, Saskatchewan S7L5R7",S7L5R7,"$212,500",212500,"Single Family",Apartment,2,2,"1378 sqft",,0.00,1987,"Surfaced (1), Other, Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water, (Natural gas)","Wall unit",,"May Liang","Royal LePage Varsity",,"$2,410 (CAD)",,,,,,,,,,,,,,,,,,
SK027923,Saskatoon,"606 430 5th AVENUE N|Saskatoon, Saskatchewan S7K6Z2",S7K6Z2,"$210,000",210000,"Single Family",Apartment,2,2,"990 sqft",,"990 sqft",1983,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Hot Water","Central air conditioning",,"Tanya LaRose","Royal LePage Varsity",,"$2,122 (CAD)",5270512,212000,,,,1270.35,,724.19,,127.64,,2122.18,,Condominium,"Condo, Highrise",,,
SK027186,Saskatoon,"320 1524 Rayner AVENUE|Saskatoon, Saskatchewan S7N2P8",S7N2P8,"$209,900",209900,"Single Family","Mobile Home",2,2,"924 sqft",,,2025,"Parking Space(s) (2)",2,Leasehold,"(Natural gas)","Window air conditioner",,"Aaron Wright","Royal LePage Varsity",,,,,,,,,,,,,,,,,,,,
SK028633,Saskatoon,"202 520 3rd AVENUE N|Saskatoon, Saskatchewan S7K2J7",S7K2J7,"$206,900",206900,"Single Family",Apartment,2,2,"1044 sqft",,,1988,"Underground (1), Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water","Wall unit, Window air conditioner",,"Lorri Walters","Royal LePage Saskatoon Real Estate","7 days ago","$1,837 (CAD)",5267395,183500,,,,1099.58,,626.84,,110.48,,1836.90,,Condominium,"Condo, Lowrise",,,
SK028371,Saskatoon,"201 215 Kingsmere BOULEVARD|Saskatoon, Saskatchewan S7J4J6",S7J4J6,"$199,900",199900,"Single Family",Apartment,2,1,"877 sqft",,Condo,1984,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Hot Water",,,"Krishna Ambilwade","Boyes Group Realty Inc.",,"$1,218 (CAD)",,,,,,,,,,,,,,,,,,
SK028637,Saskatoon,"325 404 C AVENUE S|Saskatoon, Saskatchewan S7M5B9",S7M5B9,"$199,900",199900,"Single Family",Apartment,,1,"400 sqft",,,,"Underground (1), Parking Space(s) (1)",2,Condominium/Strata,,,,"Miranda Ardell","Boyes Group Realty Inc.","5 days ago",,,,,,,,,,,,,,,,,,,
SK027029,Saskatoon,"905 311 6th AVENUE N|Saskatoon, Saskatchewan S7K7A9",S7K7A9,"$199,900",199900,"Single Family",Apartment,1,1,"677 sqft",,,1985,"Underground (1), Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water","Central air conditioning",,"Derrick Stretch","Derrick Stretch Realty Inc.",,"$1,438 (CAD)",,,,,,,,,,,,,,,,,,
SK025603,Saskatoon,"416 T AVENUE S|Saskatoon, Saskatchewan S7M3B2",S7M3B2,"$199,900",199900,"Single Family",House,2,2,"881 sqft",,"6993.8 sqft",1912,"Detached Garage, RV, Parking Space(s) (4)",4,Freehold,"Forced air, (Natural gas)","Central air conditioning, Window air conditioner","Full (Unfinished)","Mike Boychuk","LPT Realty",,"$1,366 (CAD)",,,,,,,,,,,,,,,,,,
SK028577,Saskatoon,"3101 106 Willis CRESCENT|Saskatoon, Saskatchewan S7T0Y6",S7T0Y6,"$199,900",199900,"Single Family",Apartment,1,1,"631 sqft",,,2017,"Other, Parking Space(s) (1)",1,Condominium/Strata,"Hot Water, In Floor Heating","Central air conditioning",,"Daryl A Renneberg","North Ridge Realty Ltd.",,"$1,756 (CAD)",6017332,167400,,,,1003.10,,571.84,,100.79,,1675.73,,Condominium,"Condo, Lowrise",,,
SK028514,Saskatoon,"121 158 Pawlychenko LANE|Saskatoon, Saskatchewan S7V0C3",S7V0C3,"$199,900",199900,"Single Family",Apartment,1,1,"721 sqft",,0.00,2011,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water","Central air conditioning",,"Grant LaMarsh","2 Percent Realty Platinum Inc.",,"$1,784 (CAD)",5871576,178200,,,,1067.82,,608.73,,107.29,,1783.84,,Condominium,"Condo, Lowrise",,,
SK028564,Saskatoon,"506 430 5th AVENUE N|Saskatoon, Saskatchewan S7K6Z2",S7K6Z2,"$194,900",194900,"Single Family",Apartment,2,2,"990 sqft",,,1983,"Surfaced (1), None, Parking Space(s) (1)",2,Condominium/Strata,"Forced air, Hot Water","Central air conditioning",,"Bob Wamsley","Realty Executives Saskatoon",,"$2,024 (CAD)",5270455,181100,,,,1085.19,,618.64,,109.04,,1812.87,,Condominium,"Condo, Highrise",,,
SK026408,Saskatoon,"1713 D AVENUE N|Saskatoon, Saskatchewan S7L1N7",S7L1N7,"$190,000",190000,"Vacant Land",Unknown,,,,,"6094 sqft",,,,Freehold,,,,"Taylor Morrison","Coldwell Banker Signature",,"$908 (CAD)",,,,,,,,,,,,,,,,,,
SK025984,Saskatoon,"112 706 Confederation DRIVE|Saskatoon, Saskatchewan S7L5R7",S7L5R7,"$189,900",189900,"Single Family",Apartment,2,2,"1040 sqft",,,1987,"Surfaced (1), Other, Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water","Wall unit",,"Bob Jones","Boyes Group Realty Inc.",,"$1,577 (CAD)",5239934,151100,,,,905.43,,516.16,,90.97,,1512.56,,Condominium,"Condo, Lowrise",,,
SK025360,Saskatoon,"703 430 5th AVENUE N|Saskatoon, Saskatchewan S7K6Z1",S7K6Z1,"$187,500",187500,"Single Family",Apartment,2,2,"930 sqft",,,1983,"Parking Space(s) (1)",1,Condominium/Strata,Other,"Wall unit",,"Steven (Steve) Cowdell","RE/MAX North Country - Rosetown",,"$2,024 (CAD)",5270545,235800,,,,1412.97,,805.49,,141.97,,2360.43,,Condominium,"Condo, Highrise",,,
SK024707,Saskatoon,"836 K AVENUE N|Saskatoon, Saskatchewan S7L2N1",S7L2N1,"$185,000",185000,"Single Family",House,3,1,"932 sqft",,43x117,,"Detached Garage, Parking Space(s) (3)",3,Freehold,,,,"Scott Ziegler","eXp Realty",,,,,,,,,,,,,,,,,,,,
SK025106,Saskatoon,"1106 405 5th AVENUE N|Saskatoon, Saskatchewan S7K6Z3",S7K6Z3,"$184,900",184900,"Single Family",Apartment,2,1,"850 sqft",,,,,,Condominium/Strata,,,,"John Zimmer","RE/MAX Saskatoon",,,5269230,235900,,,,1413.57,,805.83,,142.03,,2361.43,,Condominium,"Condo, Highrise",,,
SK025167,Saskatoon,"110 F AVENUE S|Saskatoon, Saskatchewan S7M1S8",S7M1S8,"$179,900",179900,"Single Family",House,5,2,"861 sqft",,"3175 sqft",1927,"Parking Space(s) (1)",1,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","AJ ((Arin John)) Morrison","Coldwell Banker Signature",,"$1,770 (CAD)",,,,,,,,,,,,,,,,,,
SK024900,Saskatoon,"505 430 5th AVENUE N|Saskatoon, Saskatchewan S7K6Z3",S7K6Z3,"$179,900",179900,"Single Family",Apartment,1,1,"614 sqft",,,1983,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Forced air, Hot Water","Central air conditioning",,"Danielle Siemens","Century 21 Fusion",,"$1,189 (CAD)",5270444,74100,,,,444.02,,253.13,,44.61,,741.76,,Condominium,"Condo, Highrise",,,
SK027501,Saskatoon,"318 3308 33rd STREET W|Saskatoon, Saskatchewan S7L6S6",S7L6S6,"$175,000",175000,"Single Family",Apartment,3,1,"936 sqft",,,1982,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters","Wall unit",,"Napoleon Ebonite","Boyes Group Realty Inc.",,"$1,365 (CAD)",5092380,136400,,,,817.34,,465.94,,82.12,,1365.40,,Condominium,"Condo, Lowrise",,,
SK027869,Saskatoon,"110 3302 33rd STREET W|Saskatoon, Saskatchewan S7L6S5",S7L6S5,"$175,000",175000,"Single Family",Apartment,3,1,"909 sqft",,,1982,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water","Window air conditioner",,"Jack Bouvier","Aspaire Realty Inc.",,"$1,296 (CAD)",,,,,,,,,,,,,,,,,,
SK028225,Saskatoon,"206 802A Kingsmere BOULEVARD|Saskatoon, Saskatchewan S7J4B7",S7J4B7,"$174,900",174900,"Single Family",Apartment,2,1,"872 sqft",,,1982,"Surfaced (1), Other, None, Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water, (Natural gas)","Central air conditioning, Window air conditioner",,"Brian Vanneste","Royal LePage Varsity",,"$1,446 (CAD)",,,,,,,,,,,,,,,,,,
SK028143,Saskatoon,"112 203 Tait PLACE|Saskatoon, Saskatchewan S7H5L7",S7H5L7,"$174,900",174900,"Single Family",Apartment,2,1,"804 sqft",,,1982,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water","Wall unit",,"Joel Dyck","Real Broker SK Ltd.",,"$1,045 (CAD)",,,,,,,,,,,,,,,,,,
SK027606,Saskatoon,"7 116 Acadia COURT|Saskatoon, Saskatchewan S7H4T7",S7H4T7,"$169,900",169900,"Single Family",Apartment,2,1,"725 sqft",,,1975,"Surfaced (1), Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water, (Natural gas)","Wall unit",,"Morgan Wotherspoon","Realty Executives Saskatoon",,"$1,056 (CAD)",5769033,96800,,,,580.05,,330.67,,58.28,,969.00,,Condominium,"Condo, Lowrise",,,
SK028519,Saskatoon,"1416 E AVENUE N|Saskatoon, Saskatchewan S7L1T6",S7L1T6,"$165,000",165000,"Single Family",House,3,1,"760 sqft",,33x125,1953,"None, Gravel, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Partially finished)","Scott Ziegler","eXp Realty",,"$1,696 (CAD)",,,,,,,,,,,,,,,,,,
SK026388,Saskatoon,"325 S AVENUE S|Saskatoon, Saskatchewan S7M3A1",S7M3A1,"$164,900",164900,"Single Family",House,3,1,"812 sqft",,"3500 sqft",1916,None,,Freehold,"Forced air, (Natural gas)",,"Partial (Partially finished)","Gerry Scott","Boyes Group Realty Inc.",,"$1,756 (CAD)",,,,,,,,,,,,,,,,,,
SK025371,Saskatoon,"201 423 4TH AVENUE N|Saskatoon, Saskatchewan S7K2M4",S7K2M4,"$164,900",164900,"Single Family",Apartment,2,1,"736 sqft",,,1979,"Surfaced (1), Gravel, Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water","Window air conditioner",,"Nadine Gurski","RE/MAX Saskatoon",,"$1,375 (CAD)",5676120,127500,,,,764.01,,435.54,,76.77,,1276.32,,Condominium,"Condo, Lowrise",,,
SK029024,Saskatoon,"34 15 Assiniboine DRIVE|Saskatoon, Saskatchewan S7K1G7",S7K1G7,"$164,900",164900,"Single Family",Apartment,2,1,"850 sqft",,,1968,"Surfaced (1), None, Parking Space(s) (1)",2,Condominium/Strata,"Hot Water, (Natural gas)",,,"Brian Vanneste","Royal LePage Varsity","4 hours ago",,5062228,113400,,,,679.52,,387.37,,68.28,,1135.17,,Condominium,"Condo, Lowrise",,,
SK026500,Saskatoon,"23 209 Camponi PLACE|Saskatoon, Saskatchewan S7M1E9",S7M1E9,"$159,900",159900,"Single Family","Row / Townhouse",2,1,"1002 sqft",,,1995,"Surfaced (1), Other, Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water","Window air conditioner","Full (Unfinished)","Rhonda Lavoie","eXp Realty",,"$1,415 (CAD)",5811480,141400,,,,847.30,,483.02,,85.13,,1415.45,,Condominium,"Condo, Townhouse",,,
SK025923,Saskatoon,"324 I AVENUE S|Saskatoon, Saskatchewan S7M1Y2",S7M1Y2,"$154,900",154900,"Single Family",House,2,1,"645 sqft",,"3023 sqft",1929,"None, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Full (Unfinished)","Cindy Savino","Boyes Group Realty Inc.",,"$1,335 (CAD)",,,,,,,,,,,,,,,,,,
SK025936,Saskatoon,"60 1035 Boychuk DRIVE|Saskatoon, Saskatchewan S7H5B2",S7H5B2,"$154,900",154900,"Single Family","Mobile Home",3,2,"1224 sqft",,,1977,"Parking Space(s) (2)",2,Leasehold,"Baseboard heaters, (Electric), Forced air, (Natural gas)","Central air conditioning",,"Eryn Kaye","Coldwell Banker Signature",,,,,,,,,,,,,,,,,,,,
SK028856,Saskatoon,"1334 425 115th STREET E|Saskatoon, Saskatchewan S7N2E5",S7N2E5,"$154,900",154900,"Single Family",Apartment,1,1,"635 sqft",,,1983,"Other, Parking Space(s) (1)",1,Condominium/Strata,"Baseboard heaters, Hot Water","Wall unit, Window air conditioner",,"Edward Ramsey","Choice Realty Systems","4 days ago","$941 (CAD)",5212372,85200,,,,510.54,,291.04,,51.30,,852.88,,Condominium,"Condo, Lowrise",,,
SK025710,Saskatoon,"833 i AVENUE N|Saskatoon, Saskatchewan S7L2H2",S7L2H2,"$150,000",150000,"Single Family",House,2,1,"484 sqft",,"3989 sqft",1928,,,Freehold,"(Natural gas)",,"Full (Partially finished)","Norman Osback","RE/MAX Saskatoon",,"$1,547 (CAD)",,,,,,,,,,,,,,,,,,
SK024628,Saskatoon,"304 431 4th AVENUE N|Saskatoon, Saskatchewan S7K2M4",S7K2M4,"$149,900",149900,"Single Family",Apartment,2,1,"852 sqft",,,,"Surfaced (1), Covered, Parking Space(s) (1)",2,Condominium/Strata,,,,"Tyler Frederick","Century 21 Fusion",,,,,,,,,,,,,,,,,,,,
SK028176,Saskatoon,"205 258 pinehouse PLACE|Saskatoon, Saskatchewan S7K4X1",S7K4X1,"$148,000",148000,"Single Family",Apartment,1,1,"624 sqft",,,1979,"Parking Space(s) (1)",1,Condominium/Strata,"Hot Water","Wall unit",,"Megan Shpyth","Coldwell Banker Signature",,"$991 (CAD)",5824563,93300,,,,559.08,,318.71,,56.17,,933.96,,Condominium,"Condo, Lowrise",,,
SK026328,Saskatoon,"1122 425 115th STREET E|Saskatoon, Saskatchewan S7N2E5",S7N2E5,"$139,900",139900,"Single Family",Apartment,1,1,"635 sqft",,,1983,"Surfaced (1), Other, Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water, (Natural gas)","Wall unit",,"Richard Germain","Century 21 Fusion",,"$805 (CAD)",5211808,80400,,,,481.78,,274.65,,48.41,,804.84,,Condominium,"Condo, Lowrise",,,
SK028509,Saskatoon,"408 351 SAGUENAY DRIVE|Saskatoon, Saskatchewan S7K5T4",S7K5T4,"$129,900",129900,"Single Family",Apartment,1,1,"721 sqft",,,1979,"Surfaced (1), Other, Parking Space(s) (1)",2,Condominium/Strata,"Baseboard heaters, Hot Water","Wall unit",,"Sheri Willick Realty P.C. Inc.","Coldwell Banker Signature",,"$1,111 (CAD)",5073052,107100,,,,641.77,,365.85,,64.48,,1072.10,,Condominium,"Condo, Highrise",,,
SK028197,Saskatoon,"104 802D Kingsmere BOULEVARD|Saskatoon, Saskatchewan S7J4B7",S7J4B7,"$129,900",129900,"Single Family",Apartment,1,1,"667 sqft",,,1982,"Surfaced (1), Other, Parking Space(s) (1)",2,Condominium/Strata,"Hot Water","Wall unit",,"Jesse Renneberg","Realty Executives Saskatoon",,"$851 (CAD)",,,,,,,,,,,,,,,,,,
SK024571,Saskatoon,"204 463 Pendygrasse ROAD|Saskatoon, Saskatchewan S7M5H3",S7M5H3,"$125,000",125000,"Single Family",Apartment,1,1,"797 sqft",,0.00,,"Surfaced (1), Other, Parking Space(s) (1)",2,Condominium/Strata,,,,"Grant LaMarsh","2 Percent Realty Platinum Inc.",,,5355145,85200,,,,510.54,,291.04,,51.30,,852.88,,Condominium,"Condo, Lowrise",,,
SK026774,Saskatoon,"201 Y AVENUE S|Saskatoon, Saskatchewan S7M3J4",S7M3J4,"$124,900",124900,"Single Family",House,1,1,"447 sqft",,"4680 sqft",1946,"Detached Garage, Parking Space(s) (1)",1,Freehold,"Forced air, (Natural gas)",,"Full (Finished)","Grant LaMarsh","2 Percent Realty Platinum Inc.",,"$1,612 (CAD)",,,,,,,,,,,,,,,,,,
SK028878,Saskatoon,"133 E AVENUE S|Saskatoon, Saskatchewan S7M1R7",S7M1R7,"$119,900",119900,"Vacant Land",Unknown,,,,,"4790 sqft",,,,Freehold,,,,"Jordan Chilliak","Barry Chilliak Realty Inc.","4 days ago","$858 (CAD)",,,,,,,,,,,,,,,,,,
SK025341,Saskatoon,"104 929 Northumberland AVENUE|Saskatoon, Saskatchewan S7L3W8",S7L3W8,"$119,900",119900,"Single Family",Apartment,2,1,"784 sqft",,,1977,"Parking Space(s) (1)",1,Condominium/Strata,"Baseboard heaters, Hot Water",,,"Numaan Shafqat","Realty Executives Saskatoon",,"$952 (CAD)",5792128,95200,,,,570.46,,325.20,,57.32,,952.98,,Condominium,"Condo, Lowrise",,,
SK026286,Saskatoon,"121 219 Grant STREET|Saskatoon, Saskatchewan S7N2A5",S7N2A5,"$109,900",109900,"Single Family","Mobile Home",3,1,"911 sqft",,,1971,"None, Parking Space(s) (2)",2,Leasehold,"Forced air, (Natural gas)",,,"Austin J Reimer-McDowell","RE/MAX Saskatoon",,,,,,,,,,,,,,,,,,,,
SK028214,Saskatoon,"1913 20th STREET W|Saskatoon, Saskatchewan S7M1A3",S7M1A3,"$99,900",99900,"Single Family",House,3,2,"920 sqft",,"3245 sqft",2023,"Parking Space(s) (1)",1,Freehold,"(Natural gas)",,Full,"Ivan Toledo","RE/MAX Saskatoon",,"$973 (CAD)",,,,,,,,,,,,,,,,,,
SK024830,Saskatoon,"106 929 Northumberland AVENUE|Saskatoon, Saskatchewan S7L3W8",S7L3W8,"$99,900",99900,"Single Family",Apartment,2,1,"784 sqft",,,,"Surfaced (1), None, Gravel, Parking Space(s) (1)",2,Condominium/Strata,,,,"Jim Kramer","Century 21 Fusion",,,5792141,95200,,,,570.46,,325.20,,57.32,,952.98,,Condominium,"Condo, Lowrise",,,
SK024827,Saskatoon,"103 929 Northumberland AVENUE|Saskatoon, Saskatchewan S7L3W8",S7L3W8,"$99,900",99900,"Single Family",Apartment,2,1,"771 sqft",,,,"Surfaced (1), None, Gravel, Parking Space(s) (1)",2,Condominium/Strata,,,,"Jim Kramer","Century 21 Fusion",,,5792117,92600,,,,554.88,,316.32,,55.75,,926.95,,Condominium,"Condo, Lowrise",,,
SK026302,Saskatoon,"129 K AVENUE S|Saskatoon, Saskatchewan S7M2C5",S7M2C5,"$99,900",99900,"Single Family",House,2,1,"440 sqft",,"3027 sqft",1921,"Detached Garage, Parking Space(s) (1)",1,Freehold,"Forced air, (Natural gas)",,Full,"Sheri Willick Realty P.C. Inc.","Coldwell Banker Signature",,"$1,116 (CAD)",,,,,,,,,,,,,,,,,,
SK028053,Saskatoon,"101 525 X AVENUE S|Saskatoon, Saskatchewan S7M4P8",S7M4P8,"$97,500",97500,"Single Family",Apartment,2,1,"764 sqft",,,1978,"Surfaced (1), Parking Space(s) (2)",3,Condominium/Strata,"Baseboard heaters, Hot Water",,,"Aaiela Sheikh","Realty ONE Group Dynamic",,"$520 (CAD)",,,,,,,,,,,,,,,,,,
SK026268,Saskatoon,"3 Stanley PLACE|Saskatoon, Saskatchewan S7L1C3",S7L1C3,"$95,000",95000,"Vacant Land",Unknown,,,,,"4390 sqft",,,,Freehold,,,,"Gerry Scott","Boyes Group Realty Inc.",,"$1,354 (CAD)",5129471,81900,,,,490.76,,279.77,,49.31,,819.84,,"Residential Properties","Land, Undeveloped Res",4390,,
SK026519,Saskatoon,"915 23rd STREET W|Saskatoon, Saskatchewan S7L0S1",S7L0S1,"$95,000",95000,"Single Family",House,1,1,"542 sqft",,"4876.88 sqft",1929,"None, Gravel, Parking Space(s) (2)",2,Freehold,"Forced air, (Natural gas)",,"Partial (Unfinished)","Linda Pittner","Royal LePage Saskatoon Real Estate",,"$1,171 (CAD)",5256088,101200,,,,606.41,,345.70,,60.93,,1013.04,,"Residential Properties","Single Family, Detached",4874,,
